sentiment,statement
2,"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate ."
1,"The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing ."
2,"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results ."
1,"`` This agreement is a direct result of LCC 's strategy and plan that was announced earlier this year , '' said Dean Douglas , LCC 's chief executive officer ."
1,"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today ."
1,Activities range from the development of natural resources to the retailed marketing of finished products .
0,More than a third of the original participants dropped out due to nausea and other side effects .
2,"`` We love Activision 's fresh , colorful approach to Rapala : We Fish , '' said Kelly Brockpahler , Rapala ."
1,"Following the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 ."
0,Sales of mid-strength beer decreased by 40 % .
1,The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed .
1,Rihko said the sale will enable the company to concentrate on its grain-based business .
0,Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .
1,To see a slide show of all the newest product releases from Fiskars .
1,The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds .
1,"The repayment of EUR 105 million debenture bonds is related to the Company 's previous announcement on October 21 , 2009 to collect irrevocable selling commitments from the holders of its subordinated debenture bonds ."
2,Through this transaction we are able to participate in developing the industry .
1,"The company said that 80 % of the shares of the holding company will be sold to Meadville Holdings Limited , a Hong Kong listed parent company of the Meadville Group ."
1,The first charging stations will be made available already in 2008 and a whole network is to be ready in 2010 .
2,"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year ."
2,"By cutting the number of plants , the group will trim fixed costs ."
1,"The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million ."
0,The terms of the aforementioned funding are considerably below the Bank 's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years .
1,"As previously announced , GeoSentric Oyj entered into financing agreements with its lead investor on June 30 , 2010 enabling the Company to receive financing up to the aggregate amount of 6M ."
1,"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields ."
1,"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people ."
1,Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn .
1,The trade is in accordance with the agreement announced on 26 March 2008 .
2,"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier ."
2,The company 's strength is its Apetit brand .
1,The order is related to renewing the network of the telecommunications operator .
1,"Among paper issues , Stora Enso R was little changed -- up 0.08 pct at 12.03 eur , UPM-Kymmene was 0.48 pct higher at 18.77 eur and M-real B added 0.50 pct to 3.99 eur ."
1,"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries ."
0,"Operating profit for the 12-month period decreased from EUR5 .4 m while net sales increased from EUR62 .0 m , as compared to the financial year 2004 ."
1,"Retail chain Suomen L+Æhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 ."
1,Pentik+Æinen emphasises that the most of the internet contents media houses provide can not be free forever .
2,"To prove the efficiency of the China Mobile system , Rod Baber , an English climber , climbed to the Mount Everest summit and successfully made calls ."
1,The acquisition is part of Ramirent 's Central and Eastern European growth strategy .
0,Applying for summer work is seen as laborious and stressful .
0,Metso estimates the need for personnel reductions to amount to 25 people .
2,The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .
1,"TVO 's two-unit 1,740 MW Olkiluoto plant generated 14.2 TWh with an operating ratio across both reactors of 93.5 % , which the company described as `` high by international standards '' ."
1,"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees ."
2,"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''"
1,"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. ."
1,"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+Ænnen Tehtaat 's other businesses ."
2,"The company is now intensifying its smelter operations and increasing its annual production capacity to 230,000 tonnes of copper ."
1,"The Group 's consolidated net sales for 2008 totaled 3.4 billion euros and it employs approximately 13,000 persons ."
2,"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable ."
2,"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday ."
1,It will provide heating in the form of hot water for the sawmill 's needs .
1,The business development initiatives in North America are headed by Lynn Shanahan .
1,It has several innovative small molecule and biological drug candidates at different stages of clinical development .
2,"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry ."
2,Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .
2,"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden ."
2,"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn ."
1,"Body The credit falls due February 24 , 2014 ."
2,Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .
